,speaker,line
1806,Jim,"Um, well, we are all getting excited to see this fight. The Albany branch is working right through lunch to prevent downsizing, but Michael, he decided to extend our lunch by an hour so we could all go down to the dojo and watch him fight Dwight. Fight... Fight, fight, fight, fight, fight, fight, I'm coming, fight..."
1807,Michael,I recognize that. That is Japanese for California Roll.
1808,Michael,I think it is. A guy told me about that.
1809,Jim," Wow, that is really interesting."
1810,Jim,Your love line- I'm just kidding. I can't see anything.
1811,Pam,Once point for me.
1812,Jim,"What, what are you going to do? Bring it, Beesley. Bring it. Oh yeah, good move. Not such an ultimate fighter now."
1813,Pam,"Hey, put me down. Put me down.  Oh my god, hey, put me down. Hey..."
1814,Michael,"Alotta rules. Alotta rules. On the street we didn't have any rules. Maybe one - no kicks to the groin, home for dinner."
1815,Michael,What the hell was that?
1816,Michael,"Alright, that's the way you want it."
1817,Michael,"Play dirty, huh? Ok, game on, man."
1818,Michael,"I'm comin' atcha man. Ok, purple belt, ok. I got him."
1819,Michael,I got his pants.
1820,Dwight,It was my pants.
1821,Michael,"Dwight, you have... No, you have something... God, you look like such an idiot! "
1822,Michael,"Go on, I dare you to kick there again. Kick there again, I dare ya."
1823,Michael,"You can't see. You can't see. Good boy. Good boy. Great boy. Two points, three points, four points. I win. I win.  Eight points. Nine points. "
1824,Dwight,"No, stop it! Come on! Michael."
1825,Michael,"You talkin' to me? You talkin' to me? ""Raging Bull."" Pacino. Oh, I want that footage. I want it. I need it. Ah, I have to get back to work. I have lots of work... Oh, oh check this out. Come here.  There he is. Mr. Temp. Having lunch by the car. Let us play with him. This'll be hilarious.  Oh, we're playing phone tag."
1826,Michael,My emergency contact is Todd Packer. Todd F. Packer. Do you know what the F. stands for?
1827,Michael," Yeah... uh, come in. Oh, hey Karate Kid. The Hillary Swank version. Hi. How are ya?"
1828,Dwight,I need to change my emergency contact information from Michael Scott.
1829,Dwight,"Just put ""The Hospital."" Contact number: just put 9-1-1. "
1830,Michael,"He is such a sore loser. You heard, obviously, that I mopped the floor with him this afternoon. You know what, um, do yourself a favor and just keep me as his contact and I will call the hospital. Cut out the middle man."
1831,Jim,"Later, Kev.  Have a good weekend."
1832,Ryan,I have the emergency contacts.
1833,Michael,"Yeah, just throw them on the chair. I'll take it from here. So, whatcha up to this weekend?"
1834,Ryan,"Uh, hanging out with some friends, probably."
1835,Michael,"If you're doing anything crazy, give me a shout."
1836,Ryan,"Yeah, alright, I'll um, see you Monday."
1837,Angela,"Michael, did you finish yet?"
1838,Michael,"This close. Dwight, may I speak with you for a minute?"
1839,Michael,"Well,  busier. Making the time."
1840,Michael,"Well, you don't even have anyone to go home to, Toby."
1841,Pam,The shipping place closes in a half hour.
1842,Michael,"I know, but I've been carrying the load on my back all day, and if everybody would just chip in a little bit, it'd might help me out. What do you say? Let's g*ngb*ng this thing and go home. Good? Dwight."
1843,Michael,I have been testing you the entire day. Did you know that?
1844,Michael,And I am happy to say that you have passed. So effective immediately I am promoting you from Assistant to the Regional Manager to Assistant Regional Manager.
1845,Dwight,"Michael, I don't know..."
1846,Michael,"I know, I know, I know, I wouldn't be offering it if I didn't think you could handle it."
1847,Dwight,I can handle it. I can. Wow. So I guess this will just be my office.
1848,Michael,"No, no, title change only."
1849,Dwight,I'll have Pam send out a memo.
1850,Michael,"No, no. Three month probationary period. Let's not tell anybody about this right now."
1851,Michael,Absolutely but not really.
1852,Dwight,"Michael, I have so much to learn from you."
1853,Michael,"I told Dwight that there is honor in losing. Which, as we all know, is completely ridiculous, but there is, however, honor in making a loser feel better which is what I just did for Dwight. Would I rather be feared or loved? Um, easy. Both. I want people to be afraid of how much they love me. And I think I proved that today at the dojo."
1854,Ryan," Hey, have they left for the big meeting yet? I've got Michael's lucky tie."
1855,Jim,No. They're in the conference room.
1856,Pam,"Wait, are those Michael's Levis?"
1857,Ryan,"Yeah, who dry-cleans jeans?"
1858,Pam,"Michael and his jeans. He gets in them, and I'm not exactly sure what happens. But I can tell you, he loves the way he looks in those jeans. I know that's why he started casual Fridays."
1859,Pam, I'll take those. Thanks. 
1860,Michael,"Wow, graphs and charts, somebody's really been doing their homework. Looks like USA Today."
1861,Jim,"So this possible client they're talking about, actually a big deal. It's Lackawanna County. Our whole county. And if we get this, they may not have to downsize our branch. And I could work here for years. And years.  Years."
1862,Michael,I changed it. To Chili's.
1863,Michael,"Radisson just gives out this vibe, ""Oh, I'm doing business at the Radisson"". It's kind of snooty. So."
1864,Michael,Here's the thing. Chili's is the new golf course. It's where business happens. Small Businessman Magazine.
1865,Michael,It will. I sent it in. Letter to the editor.
1866,Michael,"Uh huh, uh huh.  Power trip."
1867,Oscar,"She had done a background check on me, she had it printed out."
1868,Oscar,"Yeah. And she was asking me about stuff, line by line, while we were having dinner."
1869,Pam,What is going on?
1870,Jim,We are doing worst first dates.
1871,Pam,"Oh my God, I win! Ok, it was a minor league hockey game. He brought his brother, and when I went to the bathroom, the game ended and they forgot about me."
1872,Oscar,"Ok, that's a joke."
1873,Pam,"No, they had to come back for me."
1874,Jim,"Wait, when was this?"
1875,Pam,Umm... it was not that long ago.
1876,Jim,"I always knew Pam has refused to go to sports games with Roy, but I never knew why. Interesting."
1877,Michael,"Ok, let's do this thing.  Wish us luck."
1878,Dwight,"Good luck, Michael. Good luck, Jan."
1879,Michael," Kiss ass. Ok, probably going to go late tonight. Burning the midnight tequila. So, I think you could all just take off now."
1880,Michael,"No, no. That would not be efficient. Actually, they just don't get very much work done when I'm not here.  That's not true. I know how to delegate, and they do more work done when I'm not here. Not more. The same amount of work is done, whether I am here or not.  Hey, everybody, listen up. This is what we're gonna do. You sit tight, until I return. Sound good? Doesn't matter, it's an order. Follow it blindly, mwahahaha, ok? Alright, ciao.  Adios!"
1881,Michael,"It's just a couple blocks away, so... boy, you really don't know Scranton, do you?"
1882,Michael,"You ever been to Scranton, Jan? Dar de-"
1883,Michael,"Jan Levinson-Gould. Jan is cold. If she was sitting across from you on a train and she wasn't moving, you might think she was dead."
1884,Michael,We should come up with a signal of some sort.
1885,Michael,"Well, in case one of us gets into trouble, the other one can signal-"
1886,Michael,"Well, I... it could be either of us."
1887,Michael,Thought that was you. Hi. Michael Scott. This is Jan Levinson-Gould.
1888,Michael,"Uh, Jan, what happened?"
1889,Michael,Is Gould dead? What uh-
1890,Michael,"Wow, you're kidding me! Do you wanna talk about?"
1891,Michael,When did this happen?
1892,Michael," I think we should share an Awesome Blossom, what do you say? They are awesome. Want to, Christian, blossom?"
1893,Michael,"Ok, it's done. Actually,  Megan, may we have an Awesome Blossom, please, extra awesome? Now it's done."
1894,Michael,Very very funny joke the other day. Wanna hear it?
1895,Michael,"Just one joke. Ok. Well, if it's just gonna be one, I will think of a different joke. Umm... let's see... choo choo choo."
1896,Pam,"Dunder-Mifflin, this is Pam."
1897,Michael,"Pam, it's Michael. I need you to go into my office and check some data for me."
1898,Pam," Ok, you want me to read 'em?"
1899,Pam,"Ok. Um, a fisherman is walking down Fifth Avenue walking an animal behind him-"
1900,Michael,Nope. Told it. Not as good as you think. Pick another one.
1901,Pam,Ok. There's a transcript between a naval ship-
1902,Michael,"Oh ho ho, yea! Bingo! And a lighthouse. Yes. That is hysterical. Could you start that one from the beginning?"
1903,Pam,Sure. There's a transcript between a naval ship and a lighthouse.
1904,Pam,It is a screenplay. Starring himself.
1905,Jim,"How long is this?  Oh, Pam. Good work! Oop, wait, stop. Drawings."
1906,Jim,"Oh, those are drawings. In case the writing didn't really put a picture in your head. And there he is, in the flesh, Agent Michael Scarn. Now we know what he looks like."
1907,Michael,"First guy says ""Well, I'm an astronaut, so I drive a Saturn"". And the second guy says, ""Well, I am a pimp, so I drive a cheap Escort"". And the third guy says ""I gotcha both beat, I'm a proctologist, so I drive a brown Probe""."
1908,Jim,"Do we all have our copy of ""Threat Level: Midnight"", by Michael Scott?"
1909,Jim,"Alright, let's get this started. I'm gonna be reading the action descriptions, and Phyllis, I would like you to play Catherine Zeta Jones."
1910,Dwight,"Ok, you guys should not be doing this."
1911,Jim,"Why not, Dwight? This is a movie. I mean, this is for all of America to enjoy."
1912,Dwight,You took something that doesn't belong to you.
1913,Dwight,Brought it in here-
1914,Jim,Do you want to play-
1915,Dwight,Made copies of it-
1916,Jim,The lead role of Agent Michael Scarn?
1917,Michael, Yum! Yum yum yum!  That's delicious! I love it!
1918,Michael,"Bop! Be blah bop, be boo boo bop."
1919,Michael,"That's why I wanted a signal, between us, so that I wouldn't have to just shout non-sense words. That's her fault."
1920,Michael,"Did somebody say ""baby back ribs""? Hmmm? Hmmmmm?"
1921,Michael," I want my baby back, baby back, baby back "
1922,Michael, Chili's baby back ribs...
1923,Jim," Inside the FBI, Agent Michael Scarn sits with his feet up on his desk. Catherine Zeta Jones enters."
1924,Dwight,"Ok, what are they?"
1925,Dwight,"Not in a thousand years, Catherine. We work together. And get off my desk!"
1926,Dwight,"Yes, I have acted before. I was in a production of ""Oklahoma"" in the seventh grade. I played the part of Mutey the Mailman. They had too many kids, so they made up roles like that. I was good."
1927,Dwight,"If it isn't my old partner, Samuel L. Chang."
1928,Ryan,"Agent Michael Scarn, you lost some weight."
1929,Dwight,Thank you for noticing. Now keep me company for one more mission. 
1930,Pam,"Hey, uh, I have to work late."
1931,Jim,Michael Scarn takes out a nine-millimeter gun and shoots the-
