,speaker,line
4685,Michael,"Do you really expect me to not push you up against the wall, beeyotch?!  All right, hey, hey, hey, hey, that's just the way we talk in the clink. Been a lot of fun talk about prison today, but I am here to scare you straight. I AM HERE TO SCARE YOU STRAIIIGHT!! In prison you are somebody's bitch. Oh, and you.  You, my friend, would be da belle of da ball. Don't drop the soap! Don't drop the soap!"
4686,Jim,Where... did you learn all of this?
4687,Michael,"And prison. Eh, fifty-fifty, both. Look, prison stinks, is what I'm saying. It's not like you can go home, and, recharge your batteries, and come back in the morning and, be with your friends, having fun in the office."
4688,Jim,"What'd you do, Prison Mike?"
4689,Michael,I stole. ... And I robbed. And I kidnapped... the... president's son. And held him for ransom.
4690,Jim,"That is... quite the rap sheet, Prison Mike."
4691,Michael,"And I nevah got caught, neither."
4692,Jim,"Well, you're... in... prison, but, mmhmm."
4693,Pam,Prison Mike? What was the food like in prison?
4694,Michael,"Gruel. Sandwiches. Gruel omelettes. Nothing but gruel. Plus, you can eat your own hair."
4695,Andy,Wow. Prison sounds horrible.
4696,Michael,"Yeah. Yeah. Well, thank you, Andy. Tanks."
4697,Dwight,Prison Mike. What's the very very worst thing about prison?
4698,Michael,"The worst thing about prison was the... was the Dementors. They... were flying all over the place, and they were scary. And they'd come down, and they'd suck the soul out of your body, and it hurt!"
4699,Michael,"No, not Harry Potter. ... There are no movies in prison. This is my point! You guys got it soft, and cushy! This place is freaking awesome! The people are awesome! Your boss is nice! Everyone seems to get along! People are tolerant! People who... have jumped to conclusions can redeem themselves! Nobody is nobody's bitch. I hope that this scared you. And from me, Prison Mike, to you, I just wanna thank you for listening to me. Letting me be a part of your life today. 'Cause you got a good life! YOu got a good life. A good life.  So. What do you think? It doesn't sound so great, does it?"
4700,Pam,"Wow. Thank you. Um, that must have been hard for you to relive that. Both of you."
4701,Michael,"Okay. Okay, fine. You guys think prison is so great? All right. Well, here you go. "
4702,Jim,"Okay, Michael. Come on. Let us out."
4703,Michael,"No! If you think is prison is so wonderful, then, enjoy prison! They are such babies. I am going to leave them in there until they can appreciate what it's like to have freedom. And if this doesn't bother them, then I am out of ideas."
4704,Michael,"They were very disrespectful to me, and to the office. And Martin has had a bad influence, to think that I gave him the benefit of the doubt."
4705,Michael,"Okay. You know what Toby? I am teaching them a lesson, so."
4706,Michael," Okay nutcases, get out of there! Good work. Long day. Really long. Why don't you guys head home. Early. Time off for good behavior! Heh. Good job. Enjoy your freedoms!"
4707,Michael,"Martin went from being a new guy from Stamford... to a convict, to... my friend. Back to a convict. Then to... a kind of a nuisance, actually, to be completely honest. And finally, to... a quitter. And I will not miss him. And that is not because he is black."
4708,Andy," So we've been told, and some choose to believe it, I know they're wrong, wait and see, 'cause one day we'll find it, the ainbowray onnectionkay, the lovers, the dreamers, and meeee..."
4709,Pam,Merry Christ-- NO! Why... why did you bring that here?
4710,Dwight,"Don't worry, she's dead. Oh wait. He's dead."
4711,Dwight,I accidentally ran over it. It's a Christmas miracle!
4712,Pam,"Well, get it out of here."
4713,Dwight,"Relax, OK. And because this is Christmas, I am going to roast this goose and prepare it with a wild rice dressing. Do we have any cayenne pepper in the kitchen?"
4714,Jim,Wow. What have we got here?
4715,Dwight,What does it look like?
4716,Dwight,And circle gets the square.
4717,Dwight, So can you watch this? I'm gonna get my carving knife out of the trunk.
4718,Dwight,"No, Toby, this is different. He's already dead."
4719,Dwight,"Once I brought in a duck. To prepare for lunch. And people got upset. Apparently, they got attached to the duck and didn't want to see it killed."
4720,Dwight,"He was already dead. And we Schrutes use every part of the goose. The meat has a delicious, smoky, rich flavor. Plus you can use the molten goose grease and save it in the refrigerator, thus saving you a trip to the store for a can of expensive goose grease."
4721,Dwight,"Exactly. Thank you, Jim."
4722,Dwight,"Ok, that is ridiculous. And totally against the spirit of Christmas."
4723,Pam,I would like it off my desk.
4724,Dwight,Oh Pam. Take a chill pill.
4725,Michael," Deck the halls with boughs of holly. Fa la la la la la la la la.  'Tis the ... ack.  Hey!  I would like a nice slice of Christmas Pam. Side of candied Pams. And perhaps, some Pam-chops, with mint..."
4726,Pam,"Can I help you, Michael?"
4727,Michael,I'm looking for the toy drive box.
4728,Michael,"OK... Well, I need to put this bike in there. I hope it'll fit, with all these little knickknacks."
4729,Jim,Wow. What kind of bike is that?
4730,Michael,Umm... I don't know? Average kind?
4731,Michael,"Well, that is probably from the test drive."
4732,Jim,"But the paint's chipping. Is that your old bike, Michael?"
4733,Andy,"Yo, Michael, sweet ride Mike."
4734,Michael,"Yes?  Oh Pam, that is so sweet. You didn't have to do that."
4735,Pam," I didn't, it's from corporate."
4736,Michael,OK. Did everybody get one of these?
4737,Michael,"This is going to be the best Christmas ever. My girlfriend Carol is coming to our party tonight, and I have a little surprise for her.  I've got two tickets to paradise! Pack your bags, we're leaving the day-after-tomorrow! Um, taking her to Sandals, Jamaica, all-inclusive. All-inclusive. You know what that means? Right? Yeah."
4738,Michael,There she is. A Christmas Carol. Hello  You're about five hours early to the party. You're such a blonde. 
4739,Michael,"Hey, everybody. I don't know who you haven't met yet, but I think this is one of them. This is my girlfriend - Carol. This is just the front of her. Show 'em, show 'em the other side."
4740,Michael,"Turn around, turn around. Come on. "
4741,Michael,"No, you get outta here."
4742,Andy,If I may say. She's even prettier that you described her.
4743,Dwight," Oh, ouch. Michael, I don't think there is anything wrong with the way you described her."
4744,Michael,Not as much as I need a moment alone with you.  Berp.
4745,Michael,"That is my Christmas card. It's a picture of you and me and your kids on a ski trip, having a blast. Ski-sons Greetings."
4746,Michael,"Yes, but what you didn't realize at the time was that I was with you in a sense. I was in your heart..."
4747,Michael,And next to your kids. What?
4748,Jim,"It's a bold move, to Photoshop yourself into a picture with your girlfriend and her kids on a ski trip with their real father. But then again, Michael's a bold guy.  Is bold the right word?"
4749,Michael,"No, no no no Ok, OK, You know what, you're not thinking straight. You know what you need? You need to think this through in  Jamaica's largest fresh water pool."
4750,Michael,"I got us tickets to Sandals, Jamaica, We leave day after tomorrow. . You better find the skimpiest bikini there is."
4751,Michael,And it's all inclusive.
4752,Michael,"No, Carol. You walk out that door and it is over."
4753,Pam,"Psst. Jim.  Um, hey. I need to give you your Christmas gift now because, well, I'll just tell you."
4754,Pam,For the past few months I've been sending Dwight letters from the CIA. 
4755,Pam,"They're considering him for a top secret mission. There's his application. Oh, and this is where I made him list every secret he promised he'd never ever tell."
4756,Jim," Last year, my boss, Michael Scott, took a day off because he said he had pneumonia, but really, he was leaving early to go to magic camp. Wow."
4757,Pam,So... here's the gift. You get to decide what his top secret mission is.  Sorry I didn't wrap it.
4758,Jim," You know what? Uh, I really don't think I should be doing this stuff anymore, you know?"
4759,Jim,"No, because of the promotion."
4760,Jim,"It just feels a little bit, like..."
4761,Pam,"No, I get it, of course. OK. "
4762,Jim,"I feel like there's a chance for me to start over. And if I fall back into the same kind of things I used to do., then ... what am I doing?"
4763,Michael,I'd like everybody's attention. Christmas is canceled.
4764,Michael,Keep it up Stanley and you will lose New Year's.
4765,Michael,"Jim, take New Year's away from Stanley."
4766,Pam,"Michael, what's going on?"
4767,Michael,Carol and I split up. Amicably. And I just don't think it would be appropriate to celebrate under the circumstances.
4768,Jim,Will they still air 'Rudolph?'
4769,Dwight, Are we gonna cancel Hanukah as well?
4770,Michael,Fine!  Have your party. Just no guests.
4771,Michael,"Well, you know what Phyllis? All of your guests would have probably canceled at the last minute anyway, leaving your life a stupid rotten mess."
4772,Michael,"Oh, oh, oh, oh, it hurts."
4773,Michael,It hurts my heart. It hurts my stomach. It hurts my arms.
4774,Pam,"OK, well, why are you laying like that?"
4775,Michael, Thanks. How did you push away the bad thoughts?
4776,Michael,"Like maybe, the real reason they left was because there were things they wanted you to do in bed, that were, foreign, and scary?"
4777,Pam,"Well.. um I, I don't..."
4778,Michael,And not that you didn't want to try them. Some wine may have helped. Do you know what I'm referring to?
4779,Pam,I don't need to know.
4780,Dwight,"Michael. Sorry to interrupt. Uh, It appears we're one bathrobe short."
4781,Michael,Take it from Toby.
4782,Michael,"Hey, would you like to go to Sandals, Jamaica with me?"
4783,Michael,What are you doing? 
4784,Dwight, We are getting rid of everything that reminds you of Carol.
4785,Andy,"Hey, what's the haps? "
4786,Dwight,"Oh, look at this.  Your old condo closing papers. It's riddled with Carol's name. I wish I could throw this in the box. "
4787,Dwight,Why don't you just buy the whole song?
4788,Michael,I don't have to buy it. I just want to taste it. I just... I just want a little taste of it.
4789,Dwight,"Oh, look at this, she saved you two thousand dollars 'cause they failed to report a mold problem.  But wouldn't that affect the final... How did she? Oh, oh, I see what she did. That is good. Wow. Carol is one smart cookie."
